"IDTransakcji","DataSprzedazy","DataWysylki","IDKanalu","Ilosc","CenaJednostkowa","Rabat","KosztJednostkowy","ProduktSurowy","KlientSurowy","Region","StatusZamowienia","NotatkaTechniczna","Kanal","TypKanalu"
"T013525","26-11-25","2025-11-29","K01","7","86.24","0.2","43.45","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0205  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013526","2026-05-30","31-05-26","K02","5","75.50","0","35.27","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0060  ;  Detal","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013527","21-11-25","2025-11-22","K02","2","71.34","0","34.12","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0053  ;  B2B","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013528","20-02-26","2026-02-27","K01","9","142.51","0.1","84.54","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0476  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013529","12-10-26","15-10-26","K03","7","87.80","0.1","21.41","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0418  ;  B2C","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013530","11-08-25","18-08-25","K01","4","149.36","0","88.77","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0478  ;  B2C","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013531","2026-05-27","2026-05-29","K02","1","116.21","0","29.26","P044 | Produkt szkoleniowy 44 | Oprogramowanie","Klient 0016  ;  Detal","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013532","2026-12-18","20-12-26","K02","2","96.16","0.1","55.76","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0377  ;  B2B","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013533","07-12-25","12-12-25","K01","8","87.16","0.1","42.26","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0495  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013534","08-10-25","11-10-25","K03","4","143.53","0.2","79.74","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0012  ;  Detal","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013535","25-05-26","27-05-26","K01","5","65.93","0.2","31.68","P039 | Produkt szkoleniowy 39 | Akcesoria","Klient 0433  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013536","14-04-26","16-04-26","K01","2","185.82","0.2","107.53","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0031  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013537","06-11-26","10-11-26","K02","7","109.10","0","61.43","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0459  ;  VIP","Południe","W realizacji","legacy_source","Sklep","Retail"
"T013538","2026-12-18","20-12-26","K03","13","85.15","0.2","39.00","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0481  ;  B2B","Północ","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013539","25-06-25","2025-06-26","K03","11","96.04","0.05","25.15","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0226  ;  B2C","Południe","Anulowane","import_batch_02","Partner","B2B / Partner"
"T013540","2026-11-15","21-11-26","K01","6","65.20","0","32.39","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0461  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013541","05-12-26","08-12-26","K03","5","128.86","0.1","30.67","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0177  ;  B2B","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013542","12-12-25","2025-12-16","K03","10","158.60","0.05","94.97","P026 | Produkt szkoleniowy 26 | Elektronika","Klient 0004  ;  Detal","Wschód","W realizacji","import_batch_02","Partner","B2B / Partner"
"T013543","28-03-25","01-04-25","K01","4","142.34","0","89.08","P029 | Produkt szkoleniowy 29 | Komputery","Klient 0312  ;  Detal","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013544","05-09-25","06-09-25","K01","10","124.25","0.05","72.79","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0365  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013545","23-11-26","28-11-26","K01","6","111.79","0.1","27.87","P016 | Produkt szkoleniowy 16 | Oprogramowanie","Klient 0120  ;  Detal","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013546","01-06-26","2026-06-03","K02","1","108.62","0.05","28.36","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0116  ;  Detal","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T013547","20-09-25","22-09-25","K02","3","117.01","0.05","70.69","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0151  ;  VIP","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013548","07-08-26","09-08-26","K02","3","190.30","0","114.70","P025 | Produkt szkoleniowy 25 | Komputery","Klient 0455  ;  VIP","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T013549","2026-04-06","13-04-26","K01","5","126.80","0","72.08","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0470  ;  B2C","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013550","2025-02-21","2025-02-22","K03","18","92.32","0.05","55.23","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0277  ;  B2B","Zachód","W realizacji","legacy_source","Partner","B2B / Partner"
"T013551","02-10-26","03-10-26","K01","2","93.14","0","21.77","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0185  ;  B2B","Wschód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013552","09-10-26","13-10-26","K04","5","116.59","0.05","64.75","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0391  ;  VIP","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013553","12-10-26","19-10-26","K01","10","101.51","0","59.33","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0299  ;  VIP","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T013554","23-10-26","27-10-26","K03","12","140.41","0.1","81.21","P021 | Produkt szkoleniowy 21 | Komputery","Klient 0209  ;  B2B","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013555","09-03-26","11-03-26","K03","5","73.32","0.1","35.06","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0041  ;  B2B","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013556","2026-08-04","08-08-26","K02","3","97.18","0.05","57.16","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0156  ;  Detal","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T013557","23-10-26","2026-10-24","K01","6","70.47","0","18.28","P028 | Produkt szkoleniowy 28 | Oprogramowanie","Klient 0203  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013558","2026-11-24","26-11-26","K01","10","98.57","0","56.92","P045 | Produkt szkoleniowy 45 | Komputery","Klient 0451  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013559","27-11-25","29-11-25","K01","3","120.69","0.05","69.60","P042 | Produkt szkoleniowy 42 | Elektronika","Klient 0164  ;  Detal","Południe","W realizacji","legacy_source","Online","E-commerce"
"T013560","04-11-25","07-11-25","K01","9","77.29","0.05","34.98","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0009  ;  B2B","Północ","Zrealizowane","import_batch_02","Online","E-commerce"
"T013561","05-08-26","11-08-26","K01","7","111.10","0","50.31","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0151  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013562","2026-06-18","19-06-26","K03","11","89.36","0.1","50.22","P038 | Produkt szkoleniowy 38 | Elektronika","Klient 0039  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013563","2025-11-14","16-11-25","K03","9","103.08","0.05","61.32","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0437  ;  B2B","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013564","2026-11-18","22-11-26","K03","18","87.68","0.1","39.82","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0428  ;  Detal","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013565","28-07-25","01-08-25","K02","7","71.04","0","35.61","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0196  ;  Detal","Południe","W realizacji","legacy_source","Sklep","Retail"
"T013566","02-10-26","05-10-26","K01","6","206.17","0.05","125.45","P017 | Produkt szkoleniowy 17 | Komputery","Klient 0446  ;  B2C","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013567","30-11-26","05-12-26","K01","6","130.22","0.2","74.64","P042 | Produkt szkoleniowy 42 | Elektronika","Klient 0115  ;  VIP","Północ","Zrealizowane","legacy_source","Online","E-commerce"
"T013568","19-11-26","2026-11-22","K02","3","160.16","0","103.50","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0329  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013569","07-08-26","2026-08-13","K01","7","134.43","0.05","86.79","P049 | Produkt szkoleniowy 49 | Komputery","Klient 0334  ;  B2C","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013570","07-11-25","09-11-25","K01","2","98.63","0","48.05","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0330  ;  B2C","Północ","Zrealizowane","legacy_source","Online","E-commerce"
"T013571","2025-11-28","29-11-25","K01","5","188.60","0.1","112.98","P025 | Produkt szkoleniowy 25 | Komputery","Klient 0128  ;  Detal","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T013572","23-12-25","24-12-25","K01","9","93.40","0.05","22.68","P032 | Produkt szkoleniowy 32 | Oprogramowanie","Klient 0085  ;  B2B","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013573","16-11-26","19-11-26","K03","12","148.67","0.1","81.26","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0123  ;  VIP","Wschód","W realizacji","legacy_source","Partner","B2B / Partner"
"T013574","2025-10-07","2025-10-08","K03","15","113.54","0.1","26.83","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0425  ;  B2B","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013575","01-06-26","06-06-26","K01","4","149.02","0","93.74","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0025  ;  B2B","Wschód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013576","2025-06-02","06-06-25","K03","17","175.03","0.1","104.10","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0029  ;  B2B","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013577","2026-11-06","2026-11-10","K04","2","169.00","0.05","104.82","P041 | Produkt szkoleniowy 41 | Komputery","Klient 0355  ;  VIP","Południe","Anulowane","legacy_source","Telefon","Inside Sales"
"T013578","2026-10-25","29-10-26","K02","3","93.19","0","46.67","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0222  ;  B2C","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013579","14-12-25","17-12-25","K02","6","100.19","0.2","59.18","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0193  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013580","2026-11-06","09-11-26","K02","5","88.84","0.05","49.26","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0375  ;  VIP","Południe","Anulowane","legacy_source","Sklep","Retail"
"T013581","21-10-26","23-10-26","K03","18","170.34","0.1","102.07","P033 | Produkt szkoleniowy 33 | Komputery","Klient 0139  ;  VIP","Zachód","W realizacji","import_batch_02","Partner","B2B / Partner"
"T013582","21-12-26","2026-12-22","K01","10","125.38","0.05","76.02","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0141  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013583","2026-05-18","2026-05-25","K01","6","52.88","0","26.65","P027 | Produkt szkoleniowy 27 | Akcesoria","Klient 0460  ;  Detal","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T013584","2025-09-08","2025-09-12","K03","7","159.76","0.2","97.56","P021 | Produkt szkoleniowy 21 | Komputery","Klient 0008  ;  Detal","Zachód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013585","03-12-26","2026-12-05","K03","17","106.09","0.1","52.77","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0080  ;  Detal","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013586","02-10-25","03-10-25","K02","5","89.68","0.05","48.77","P046 | Produkt szkoleniowy 46 | Elektronika","Klient 0299  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013587","12-06-26","2026-06-13","K01","9","119.80","0.2","65.10","P042 | Produkt szkoleniowy 42 | Elektronika","Klient 0411  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013588","2026-06-07","10-06-26","K01","10","102.63","0","58.06","P038 | Produkt szkoleniowy 38 | Elektronika","Klient 0039  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013589","31-08-26","2026-09-04","K01","10","89.72","0.05","48.84","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0310  ;  B2C","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013590","30-11-26","01-12-26","K01","1","74.87","0.1","36.94","P039 | Produkt szkoleniowy 39 | Akcesoria","Klient 0311  ;  VIP","Zachód","W realizacji","import_batch_02","Online","E-commerce"
"T013591","19-09-26","2026-09-20","K02","4","94.33","0.05","42.75","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0083    ;  VIP","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T013592","08-05-26","12-05-26","K02","4","106.75","0","49.93","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0305  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013593","01-06-26","02-06-26","K02","5","161.97","0","100.79","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0416  ;  Detal","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013594","2026-07-27","01-08-26","K01","1","132.21","0.1","77.90","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0159  ;  VIP","Południe","W realizacji","legacy_source","Online","E-commerce"
"T013595","05-10-26","06-10-26","K02","4","83.81","0","49.97","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0143  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013596","15-05-26","2026-05-16","K01","2","79.52","0.05","36.21","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0355  ;  VIP","Południe","W realizacji","import_batch_02","Online","E-commerce"
"T013597","21-07-25","2025-07-28","K01","7","101.63","0","60.32","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0439  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013598","2026-12-18","2026-12-22","K03","5","71.44","0.05","33.77","P019 | Produkt szkoleniowy 19 | Akcesoria","Klient 0239  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013599","28-08-26","31-08-26","K03","11","79.65","0.2","39.98","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0311  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013600","14-09-26","21-09-26","K01","5","135.97","0","75.76","P026 | Produkt szkoleniowy 26 | Elektronika","Klient 0291  ;  vip","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T013601","2025-11-10","14-11-25","K02","6","168.98","0","104.02","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0084  ;  Detal","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013602","16-09-26","2026-09-23","K01","7","110.46","0.1","49.35","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0311  ;  VIP","Północ","Zrealizowane","import_batch_02","Online","E-commerce"
"T013603","28-10-25","02-11-25","K01","6","178.69","0.2","108.71","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0349  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013604","31-07-26","2026-08-04","K03","11","71.29","0.1","35.39","P019 | Produkt szkoleniowy 19 | Akcesoria","Klient 0285  ;  B2B","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013605","13-11-25","14-11-25","K04","3","98.22","0.2","45.49","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0022  ;  B2C","Południe","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T013606","2025-11-22","2025-11-27","K01","3","81.13","0","38.47","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0150  ;  B2C","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013607","2026-07-07","10-07-26","K04","2","97.62","0.05","24.75","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0051  ;  VIP","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013608","17-09-26","2026-09-18","K02","5","60.63","0.2","29.14","P019 | Produkt szkoleniowy 19 | Akcesoria","Klient 0041  ;  B2B","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T013609","08-12-26","09-12-26","K02","3","134.97","0.05","31.57","P016 | Produkt szkoleniowy 16 | Oprogramowanie","Klient 0335  ;  VIP","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013610","03-02-25","2025-02-10","K01","8","99.00","0","57.63","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0360  ;  Detal","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013611","13-11-26","16-11-26","K02","1","113.22","0","67.80","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0059  ;  VIP","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013612","15-09-26","16-09-26","K02","3","64.07","0","31.86","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0195  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013613","06-01-25","08-01-25","K02","1","85.95","0.05","21.01","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0297  ;  B2B","Południe","Anulowane","legacy_source","Sklep","Retail"
"T013614","21-05-26","22-05-26","K02","6","101.39","0.1","59.27","P038 | Produkt szkoleniowy 38 | Elektronika","Klient 0299  ;  VIP","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013615","07-05-26","2026-05-09","K03","5","119.10","0.1","28.85","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0446  ;  B2C","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013616","27-03-26","28-03-26","K04","5","105.61","0","58.11","P022 | Produkt szkoleniowy 22 | Elektronika","Klient 0347  ;  VIP","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013617","20-07-26","2026-07-21","K04","2","85.62","0","42.38","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0361  ;  B2B","Południe","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T013618","01-05-26","2026-05-02","K02","2","127.51","0","76.80","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0203  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013619","2026-11-15","2026-11-17","K03","6","97.95","0.05","24.24","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0481  ;  B2B","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013620","2026-11-23","2026-11-28","K01","2","94.81","0.05","22.13","P020 | Produkt szkoleniowy 20 | Oprogramowanie","Klient 0140  ;  Detal","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013621","2026-11-12","18-11-26","K01","7","83.99","0.05","21.82","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0221  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013622","23-09-26","24-09-26","K02","7","89.51","0","52.47","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0193  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013623","08-05-26","09-05-26","K02","3","72.70","0","33.78","P019 | Produkt szkoleniowy 19 | Akcesoria","Klient 0447  ;  VIP","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T013624","23-12-25","2025-12-24","K04","7","94.85","0","23.99","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0253  ;  B2B","Zachód","W realizacji","legacy_source","Telefon","Inside Sales"
"T013625","2025-10-15","17-10-25","K02","2","75.67","0","34.56","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0013  ;  B2B","Południe","W realizacji","legacy_source","Sklep","Retail"
"T013626","18-08-26","19-08-26","K04","6","68.08","0","31.52","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0246  ;  B2C","Zachód","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T013627","20-03-26","22-03-26","K02","4","100.61","0.1","62.28","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0023  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013628","2025-09-23","24-09-25","K02","4","79.08","0","19.29","P020 | Produkt szkoleniowy 20 | Oprogramowanie","Klient 0111  ;  VIP","Wschód","W realizacji","legacy_source","Sklep","Retail"
"T013629","2026-07-15","16-07-26","K01","2","162.29","0","95.55","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0251  ;  VIP","Północ","Zrealizowane","import_batch_02","Online","E-commerce"
"T013630","03-11-26","06-11-26","K01","1","83.65","0","38.16","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0327  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013631","19-12-25","2025-12-26","K01","5","117.80","0.05","27.61","P032 | Produkt szkoleniowy 32 | Oprogramowanie","Klient 0485  ;  b2b","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013632","24-10-25","2025-10-26","K02","1","61.19","0.05","30.74","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0133  ;  B2B","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013633","25-06-25","01-07-25","K01","1","106.07","0","26.10","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0125  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013634","2026-12-10","2026-12-12","K02","4","90.37","0","45.02","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0175  ;  VIP","Południe","Anulowane","legacy_source","Sklep","Retail"
"T013635","2026-11-27","29-11-26","K01","2","62.46","0.1","28.78","P027 | Produkt szkoleniowy 27 | Akcesoria","Klient 0447  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013636","2026-11-01","02-11-26","K04","5","143.62","0.05","35.21","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0287  ;  VIP","Wschód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013637","22-06-26","23-06-26","K04","3","104.35","0","25.50","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0333  ;  B2B","Zachód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013638","2025-11-07","2025-11-12","K01","10","137.53","0","82.81","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0339  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013639","22-09-26","29-09-26","K01","3","98.56","0.05","55.69","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0209  ;  B2B","Północ","Zrealizowane","legacy_source","Online","E-commerce"
"T013640","2025-10-24","29-10-25","K01","5","183.46","0.1","108.25","P041 | Produkt szkoleniowy 41 | Komputery","Klient 0139  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013641","24-09-26","26-09-26","K02","6","91.99","0","52.96","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0308  ;  Detal","Północ","Zrealizowane","import_batch_02","Sklep","Retail"
"T013642","26-08-25","01-09-25","K01","3","77.93","0.05","35.62","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0011  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013643","14-12-26","2026-12-15","K01","2","189.37","0","114.94","P017 | Produkt szkoleniowy 17 | Komputery","Klient 0107  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013644","22-04-26","23-04-26","K02","7","135.94","0.1","80.71","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0375  ;  VIP","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013645","05-10-26","09-10-26","K03","6","138.16","0.1","80.39","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0310  ;  B2C","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013646","23-11-26","30-11-26","K01","2","77.20","0.05","34.83","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0067  ;  VIP","Zachód","W realizacji","legacy_source","Online","E-commerce"
"T013647","18-11-25","20-11-25","K01","5","88.60","0","48.57","P046 | Produkt szkoleniowy 46 | Elektronika","Klient 0192  ;  Detal","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013648","27-07-26","30-07-26","K03","15","85.63","0.1","41.76","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0120  ;  Detal","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013649","2026-03-01","02-03-26","K02","3","107.43","0","51.31","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0051  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013650","2026-08-13","17-08-26","K02","5","107.77","0.2","28.24","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0470  ;  B2C","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T013651","28-09-26","30-09-26","K01","3","143.15","0.05","86.15","P034 | Produkt szkoleniowy 34 | Elektronika","Klient 0191  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013652","07-10-26","2026-10-09","K02","4","150.55","0.1","81.50","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0023  ;  VIP","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013653","22-06-26","26-06-26","K03","13","107.17","0.1","60.37","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0276  ;  Detal","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013654","2026-10-01","02-10-26","K04","1","88.27","0","42.48","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0343  ;  VIP","Zachód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013655","28-09-26","02-10-26","K03","5","84.98","0.1","41.25","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0103  ;  VIP","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013656","10-04-26","2026-04-11","K01","4","123.34","0.05","67.10","P030 | Produkt szkoleniowy 30 | Elektronika","Klient 0253  ;  B2B","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013657","16-12-25","22-12-25","K01","8","130.51","0","78.13","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0487  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013658","23-03-26","24-03-26","K03","12","76.67","0.05","38.24","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0173  ;  B2B","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013659","10-09-26","2026-09-14","K01","9","111.44","0","25.93","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0207  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
